message_id,user_id,message_length,avg_dwell,std_dwell,key_diversity,typing_duration,dwell_a,dwell_b,dwell_c,dwell_d,dwell_e,dwell_f,dwell_g,dwell_h,dwell_i,dwell_j,dwell_k,dwell_l,dwell_m,dwell_n,dwell_o,dwell_p,dwell_q,dwell_r,dwell_s,dwell_t,dwell_u,dwell_v,dwell_w,dwell_x,dwell_y,dwell_z,dwell_ö
user_001_11,user_001,7,0.2175575265713235,0.051617370082174915,6,1.499236353793119,0.0,0.0,0.0,0.21105481209913032,0.0,0.0,0.0,0.22835420140005816,0.0,0.0,0.22317026433608092,0.0,0.18697887521195822,0.0,0.0,0.0,0.0,0.0,0.21600756982310132,0.0,0.0,0.2138153423116462,0.0,0.0,0.0,0.0,0.0
user_001_12,user_001,5,0.18858574318754714,0.06829590480681329,3,0.8854547890456326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222575467528404,0.0,0.0,0.0,0.0,0.0,0.0,0.12491891395288589,0.0,0.0,0.0,0.19959226434467214,0.0,0.0,0.0
user_001_13,user_001,8,0.1376722951617977,0.060942671311556326,5,0.9874488942600839,0.0,0.0,0.0,0.0,0.0,-0.02756068208359888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19630857057817497,0.21240450129589378,0.0,0.1402137621549021,0.0,0.10969524823351019,0.0,0.0,0.0,0.0
user_001_14,user_001,10,0.20365134982193606,0.03326614693935724,4,2.09135404343806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20286726883897557,0.0,0.0,0.0,0.0,0.0,0.1615484840991675,0.0,0.2160534724471553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18125317230448204,0.0,0.0,0.0
user_001_15,user_001,14,0.19880246512122318,0.056433657852988685,9,2.833382804808177,0.22807939584534,0.0,0.0,0.0,0.18226163475809434,0.0,0.0,0.0,0.0,0.16908930677963885,0.0,0.0,0.2413089400360589,0.0,0.0,0.0,0.20200168663940096,0.0,0.16128642265858054,0.0,0.0,0.18056333682594572,0.1910908285581122,0.0,0.0,0.0,0.12744251160653275
user_001_16,user_001,9,0.2906047607957782,0.06724908021199855,5,2.6557001837564567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21486964583878534,0.0,0.0,0.2786027884391424,0.0,0.0,0.0,0.0,0.0,0.342408212330699,0.0,0.0,0.0,0.0,0.2970425630561651,0.0,0.0,0.24345644407981454,0.0,0.0
user_001_17,user_001,6,0.1014974446685658,0.05445666719428954,5,0.548718806557022,0.08300350138564311,0.060837217055852634,0.0,0.0,0.0,0.0,0.13845934095187634,0.0,0.0,0.0,0.0,0.09824418373984391,0.0,0.0,0.0,0.11488141462543472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_18,user_001,10,0.18191280798322357,0.06307129189708678,5,1.8636322076813399,0.17845252025229671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18440556774867126,0.23859748754582324,0.0,0.0,0.0,0.0,0.0,0.09606903338345137,0.0,0.0,0.0,0.0,0.1836784423951271
user_001_19,user_001,19,0.17212566380908878,0.014922700360937322,6,3.3037057808427868,0.18489021092124655,0.0,0.0,0.16541125039148694,0.1455717837184985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814811132502783,0.0,0.0,0.0,0.0,0.1679234260407643,0.0,0.0,0.0,0.0,0.1715312651745197,0.0,0.0
user_001_20,user_001,5,0.23242969111374912,0.019824499267190075,4,1.1820783066131955,0.0,0.23509850357233303,0.0,0.0,0.0,0.0,0.23528611139598865,0.0,0.0,0.0,0.0,0.2522821473989022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2479341251581185
user_001_21,user_001,19,0.20107001537416314,0.04344453280545461,9,3.998800119539802,0.0,0.0,0.0,0.0,0.0,0.2634883631228524,0.24243016064999068,0.0,0.18800381787359705,0.0,0.0,0.2635812064247629,0.18515771585816732,0.17358291090251185,0.0,0.0,0.0,0.20107877565814203,0.0,0.0,0.0,0.0,0.0,0.0,0.16595259601201365,0.21514221991245142,0.0
user_001_22,user_001,18,0.2964249844401233,0.010164828856159849,3,5.168901060878277,0.0,0.2941574198222049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29251731446270457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28719188292424447
user_001_23,user_001,5,0.2571986958787878,0.02603149507007565,4,1.2339151046143748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2737916318394618,0.2695272008039152,0.0,0.0,0.22244174631314317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564025624429275,0.0,0.0,0.0,0.0,0.0
user_001_24,user_001,11,0.13356839664617814,0.03964034531971852,4,1.4953471810133026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13653326017535375,0.0,0.0,0.0,0.14160483273248284,0.15788812058136492,0.0,0.10214030444454461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_25,user_001,16,0.18674487173152665,0.03257783800908114,4,2.8195365080203207,0.0,0.0,0.0,0.0,0.20531423323510847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21372442063499336,0.0,0.0,0.0,0.0,0.0,0.15217767065059346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1757782766624997
user_001_26,user_001,7,0.11533719950317711,0.03651576468724227,5,0.7337613813213868,0.0,0.0,0.19288959584025234,0.0,0.0,0.0,0.0,0.0,0.0,0.09575188512932631,0.0,0.0,0.05402178621130565,0.0,0.0,0.132047115070149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14254470174386913,0.0,0.0,0.0
user_001_27,user_001,10,0.15864136418361222,0.06669375461014525,6,1.638121861374152,0.14631109956498614,0.0,0.0,0.0,0.0,0.2246846754113664,0.0,0.0,0.0,0.0,0.15219178107471334,0.0,0.0,0.0,0.0,0.0,0.0,0.15854009373828742,0.09840904329046693,0.0,0.0,0.0,0.0,0.23461275010765803,0.0,0.0,0.0
user_001_28,user_001,18,0.14595941933631887,0.05883386950597069,5,2.7043326756965014,0.11349413581076412,0.0,0.0,0.0,0.0,0.0,0.09503702711578704,0.18964040511666588,0.0,0.15976054661345748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06518246179805925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_29,user_001,14,0.1572252497796091,0.06844806576918928,4,2.2574165224351534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07537312491555342,0.001145958997784774,0.0,0.0,0.0,0.0,0.088589794621935,0.20971245107683661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_30,user_001,15,0.22991645958358803,0.036396188766160346,3,3.535261917240563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2320062072536048,0.0,0.0,0.0,0.0,0.0,0.22253715561027085,0.0,0.0,0.0,0.0,0.22484323739464113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_31,user_001,12,0.14076116681914477,0.03522435431329242,8,1.789759576411293,0.16141297394347326,0.0,0.0,0.12119336141573925,0.0,0.10103206929719166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11694929182087382,0.1424848792077908,0.0,0.1170737483740487,0.0,0.0,0.0,0.1018872430126719,0.0,0.0,0.13392845538972067,0.0,0.0
user_001_32,user_001,14,0.12861321602827072,0.01999499059154914,8,1.8363719133988965,0.0,0.0,0.0,0.12492929892735435,0.0,0.0,0.15575357796652786,0.16532205098089875,0.1325245299584808,0.16395414357602567,0.0,0.0,0.0,0.0,0.0,0.11296916386332069,0.0,0.13018897865265358,0.0,0.0,0.0,0.0,0.0,0.12965360477544388,0.0,0.0,0.0
user_001_33,user_001,7,0.23910547680889183,0.05831356640985675,5,1.7002563401471307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25431339247556,0.0,0.0,0.23855804875764347,0.0,0.0,0.0,0.18750485881694473,0.2644241275783089,0.0,0.0,0.0,0.0,0.1503315261373228,0.0,0.0,0.0,0.0,0.0
user_001_34,user_001,19,0.13828066273900871,0.0111915263895555,5,2.686326902397132,0.16685105633312228,0.0,0.0,0.0,0.0,0.0,0.0,0.15245727897852487,0.0,0.0,0.0,0.0,0.0,0.0,0.13678357397354793,0.14946838881472785,0.0,0.0,0.13725819848443682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_35,user_001,12,0.2721656601351026,0.018131260224440834,3,3.3770171170751144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23344035154593543,0.0,0.0,0.0,0.0,0.28233783621403136,0.0,0.2652900345414786,0.0
user_001_36,user_001,18,0.13614673642085298,0.05476605381391845,5,2.66820104798974,0.0,0.0,0.1026240855841293,0.0,0.0,0.0,0.0,0.0,0.0,0.15036786012619777,0.0,0.0,0.0,0.0,0.06453579965293597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17276640951627276,0.0,0.16832234905005528,0.0
user_001_37,user_001,9,0.18370486717037407,0.062302143851111505,4,1.6371191522553288,0.0,0.0,0.0,0.2425664744316926,0.0,0.0,0.0,0.0,0.0,0.11721014833629113,0.0,0.2191565823562956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08436007687717782,0.0
user_001_38,user_001,5,0.21351822300718515,0.053713500840032465,3,1.073156396697596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14385481380992443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18305908070189403,0.0,0.18244806676782466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_39,user_001,19,0.27842777681215364,0.05289647820883686,8,5.346865756439804,0.0,0.0,0.0,0.0,0.0,0.2738126426923137,0.0,0.0,0.0,0.0,0.33824870541628344,0.0,0.0,0.24885124643006676,0.0,0.30307809378185346,0.34286740224358997,0.0,0.2207769744769684,0.0,0.2851981532864498,0.0,0.0,0.0,0.0,0.2186952812180375,0.0
user_001_40,user_001,9,0.09637648240682489,0.01414541264395493,3,0.9984880719600268,0.0,0.0,0.0,0.0,0.0860283220874447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09976261553658008,0.0,0.0,0.10902029726519746,0.0,0.0,0.0,0.0,0.0
user_001_41,user_001,6,0.1755675351893967,0.06225138721416283,3,1.0708313225461892,0.0,0.0,0.0,0.0,0.0,0.2869087968766405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18675387303619242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05840601120682999,0.0
user_001_42,user_001,13,0.16102290760332744,0.06196895442717771,6,2.1812457698478775,0.0,0.14368716954424107,0.0,0.0,0.0,0.0,0.0,0.22032281320783714,0.0,0.0,0.0,0.0,0.0,0.0,0.20374518177871281,0.0,0.11736642893236225,0.0,0.0,0.13992507866687415,0.0,0.0,0.0,0.0,0.2137982542560159,0.0,0.0
user_001_43,user_001,9,0.12803823087102872,0.031081783633307776,3,1.161760032389548,0.0,0.0,0.0,0.0,0.0,0.0,0.08195937894877052,0.0,0.0,0.0,0.1177162701932493,0.0,0.0,0.0,0.0,0.0,0.0,0.08370143508108518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_44,user_001,7,0.1564729185782271,0.014965960097782756,3,1.1327967345608694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1622572545794164,0.0,0.1611230301234815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18484803124877416,0.0,0.0,0.0,0.0,0.0,0.0
user_001_45,user_001,18,0.19050606288984911,0.012256909938224182,3,3.2877842537881175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17307990668666948,0.17324432044190669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19064323863231414
user_001_46,user_001,7,0.11485195747655115,0.02197458010932414,6,0.8769984293658077,0.12530894460628053,0.0,0.0,0.0,0.0,0.11013788266402684,0.0,0.09627670542639664,0.0,0.0,0.0,0.0,0.0,0.0,0.17482425720687803,0.0,0.0,0.0,0.0,0.0,0.10773830653617507,0.0,0.1553389699834398,0.0,0.0,0.0,0.0
user_001_47,user_001,11,0.2996829559433749,0.03854158324514704,3,3.251357409446613,0.0,0.0,0.0,0.0,0.0,0.0,0.32515156162058306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813051738416111,0.0,0.0,0.0,0.2861494194595385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_48,user_001,17,0.295184461294091,0.032063477371513785,9,5.02112966481726,0.28224151328029157,0.26088117069664585,0.24925210888226568,0.0,0.0,0.2782265481805345,0.28746971056978077,0.0,0.0,0.27992840798834784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2770654097613388,0.0,0.0,0.32779738269044006,0.0,0.0,0.0,0.22545893670335304
user_001_49,user_001,17,0.10923932230118963,0.03899015899731369,8,1.648499712310957,0.0,0.0,0.0,0.1343268514926794,0.0,0.0,0.0,0.0,0.0,0.0,0.05223239850364819,0.07523709761983907,0.0,0.0,0.09293054562329528,0.0,0.13984022900437484,0.0,0.0,0.0,0.08875351687086651,0.0,0.0,0.12042394438781664,0.1430854872183241,0.0,0.0
user_001_50,user_001,14,0.24976200146141875,0.052307708766207404,4,3.6455868407619736,0.0,0.0,0.0,0.19396061612207674,0.0,0.0,0.0,0.0,0.0,0.0,0.10624444393080551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3038051205853264,0.0,0.0,0.2936829432033672
user_001_51,user_001,9,0.23830738542442298,0.01211950789649734,8,2.2011664069801187,0.22496245857800126,0.0,0.0,0.2312927036347309,0.0,0.23185214176571187,0.24178588570901755,0.0,0.2628069589900535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2276798228803562,0.0,0.21032982463443817,0.0,0.0,0.21408529331181209,0.0,0.0,0.0
user_001_52,user_001,17,0.26978291557772205,0.033443402553857735,7,4.529048624315007,0.0,0.2369426428570855,0.0,0.30256628978497097,0.0,0.0,0.0,0.0,0.243306791103106,0.0,0.0,0.0,0.0,0.2398656199271979,0.0,0.0,0.3046773744528784,0.0,0.0,0.0,0.0,0.0,0.2567963128059444,0.0,0.0,0.0,0.24911300541033382
user_001_53,user_001,17,0.20802705139591215,0.014298912631098573,7,3.6636910484344454,0.0,0.0,0.0,0.200458977022424,0.0,0.0,0.0,0.0,0.1921979654373846,0.0,0.0,0.0,0.0,0.20546756771031635,0.0,0.0,0.21639666919663741,0.19901424890882485,0.0,0.18312224429688315,0.0,0.0,0.19253478361446083,0.0,0.0,0.0,0.0
user_001_54,user_001,8,0.1321230967528921,0.058066786715781034,7,1.0700345088876546,0.0,0.0,0.0,0.0,0.1098645224892732,0.1399390106970317,0.0,0.1427782288698983,0.0,0.09959159318336068,0.10692006347424103,0.04732483545278246,0.0,0.0,0.0,0.0,0.0,0.1431819164377561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_55,user_001,19,0.15193886948662233,0.06587070864133135,7,2.962835606686623,0.03482698160213417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006304516128081333,0.0,0.0,0.0,0.0,0.0,0.0,0.053603320146947506,0.0,0.0,0.0,0.0,0.13428909216293167,0.12763490674761194,0.0,0.10173331368390143,0.0,0.0,0.1471836240871892
user_001_56,user_001,10,0.2495506557762756,0.01653913312818965,8,2.465437035186177,0.0,0.23002978302913482,0.0,0.0,0.278939614533565,0.2451662572664779,0.2380626837658013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27217902964166524,0.0,0.0,0.0,0.0,0.0,0.22004739793228248,0.27086501982919275,0.0,0.0,0.0,0.0,0.250149153881393
user_001_57,user_001,13,0.1758087788944213,0.02702814391794222,8,2.0246232783665565,0.16261407882581108,0.1747431885500873,0.0,0.0,0.0,0.0,0.0,0.0,0.17038639387377952,0.0,0.0,0.0,0.15051542702164541,0.17392801862968546,0.0,0.0,0.18412295583597416,0.17477730036178296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14128658919083145,0.0
user_001_58,user_001,12,0.27471003505160196,0.055372470428338844,7,3.356549972584366,0.30405281769909004,0.0,0.0,0.0,0.20311230640142142,0.0,0.0,0.0,0.0,0.27677225114112286,0.0,0.3452433753222617,0.18577204324837654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29731327953407377,0.28391268963936267,0.0,0.0
user_001_59,user_001,12,0.12412180684386737,0.048877617585704,7,1.4978526541355122,0.10047594053810006,0.0,0.0,0.01793980076034532,0.1572814914562275,0.0,0.1804175009892389,0.0,0.0,0.16705085476625872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05016214171721323,0.0,0.12435695231920801,0.0
user_001_60,user_001,5,0.1473233297952461,0.012334024211328586,4,0.742984012059426,0.0,0.0,0.0,0.0,0.0,0.0,0.1468788025072835,0.1424034302013751,0.15729998314933047,0.0,0.0,0.0,0.0,0.15319155102928658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_61,user_001,19,0.21097078445049672,0.042646386574389794,4,3.940477241208352,0.0,0.0,0.16814045859766974,0.0,0.0,0.16729094211313322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2692497098744459,0.0,0.0,0.0,0.0,0.0,0.15557930223615724,0.0,0.0,0.0,0.0
user_001_62,user_001,16,0.2458947787721087,0.04849720555333115,5,3.851045379415456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33087468541429976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3073440120016038,0.0,0.0,0.0,0.235510196069027,0.2387632366359609,0.28631210464570384,0.0,0.0,0.0,0.0
user_001_63,user_001,7,0.296508970421354,0.041191277217425715,4,2.016265198665412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32632363917572166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29854051115372415,0.20726344834423077,0.0,0.30438420613681594,0.0,0.0,0.0
user_001_64,user_001,9,0.15144615436255435,0.057189117068992865,5,1.2753745375443422,0.0,0.0,0.0,0.0,0.0,0.0727066129500074,0.0,0.1471607460469153,0.25376662423403895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20287049282354863,0.0,0.0,0.0,0.1328802142657713,0.0
user_001_65,user_001,10,0.27478874365618683,0.0699519590967075,6,2.8686403996469436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24599044590922295,0.0,0.18338872626950198,0.0,0.0,0.0,0.0,0.0,0.0,0.24382207083452415,0.0,0.0,0.0,0.0,0.28443322261616066,0.34596391589354486,0.0,0.40262724770401126,0.0,0.0
user_001_66,user_001,18,0.2899867503112977,0.0494163727199495,4,5.147799009434886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503354640790632,0.0,0.0,0.0,0.2156414020029695,0.0,0.0,0.0,0.30837363602506906,0.0,0.0,0.0,0.0,0.0,0.2943899107091624
user_001_67,user_001,17,0.12721528200489182,0.02911744768992404,7,2.1587491868073103,0.0,0.06594545733451479,0.1369578675614782,0.0,0.0,0.0,0.0,0.0,0.152662686656506,0.11292231830611577,0.0,0.10446781256114375,0.0,0.0,0.0,0.0,0.0,0.0,0.1465603962014436,0.0,0.0,0.0,0.0,0.12554248321274514,0.0,0.0,0.0
user_001_68,user_001,15,0.13534720126687538,0.022840628554298935,7,1.930654724847983,0.0,0.11563733944315083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10912685904138533,0.0,0.0,0.10825150780081427,0.12953476243196269,0.0,0.0,0.0,0.0,0.0,0.149880228781528,0.0,0.0,0.0,0.12640712020030784,0.0,0.13570314811606082
user_001_69,user_001,9,0.12919604240201293,0.0168641120210499,8,1.2582384167188962,0.11218942921948333,0.11510781940279977,0.0,0.0,0.0,0.0,0.0,0.13376638450576156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1476451437200404,0.0,0.1453141254386304,0.16622412983655532,0.125121252046933,0.0,0.14524769795020265
user_001_70,user_001,6,0.13135980999424676,0.03419353110766117,5,0.7522496463891577,0.0,0.14076153758712912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13802206265848707,0.0,0.11778040760687397,0.0,0.16003853978957738,0.0,0.0,0.13041438346367012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_001_71,user_001,14,0.15947191453948084,0.0609438181934814,8,2.4037510832589915,0.15753028259429122,0.0954873368321915,0.15279120270766897,0.1392422641818521,0.0,0.31358404403947737,0.0,0.0,0.0,0.0,0.1786251909347485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07759680173862642,0.05782570608997653,0.0,0.0,0.0,0.0,0.0
user_001_72,user_001,9,0.2243369808510643,0.06496864434619483,8,1.9544807492636653,0.13576989058709413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19236791010291637,0.0,0.0,0.0,0.20399655300806804,0.31584546921691814,0.0,0.0,0.0,0.0,0.0,0.0,0.19540687848778612,0.0,0.27149913862411196,0.0,0.0,0.2545924722061277,0.2079720442812155
user_001_73,user_001,15,0.13670133994179132,0.017196158116789963,9,2.079229438916691,0.10041648254857868,0.0,0.0,0.0,0.0,0.13951307409715044,0.0,0.11082678003509012,0.0,0.14532991276624685,0.0,0.1530159785094113,0.0,0.1507335890337131,0.0,0.0,0.14007513919927642,0.0,0.0,0.0,0.0,0.0,0.0,0.12725588515222458,0.0,0.0,0.15207421780934213
user_001_74,user_001,15,0.14133946375240633,0.02375729884811556,8,2.3080269952707915,0.0,0.0,0.1344832582685763,0.0,0.1566834337295307,0.17888684342055014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11432782384090767,0.12247214219306797,0.0,0.0,0.0,0.1292926168706424,0.1455745859322386,0.0,0.0,0.0,0.0,0.0,0.14491709861808166
user_001_75,user_001,10,0.21987546971128175,0.04478697367371441,9,2.1377052272945924,0.0,0.25251841491049887,0.14303292659974629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2035499527839676,0.0,0.0,0.0,0.20874427893727487,0.0,0.0,0.2528098424970038,0.0,0.2149786131903931,0.20179282941666976,0.0,0.0,0.22156136728049775,0.19441173866304107,0.0
user_001_76,user_001,9,0.17709726981372428,0.03519078451250885,3,1.722526863556927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2494086965790281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16281463773333307,0.0,0.0,0.0,0.20862209470126447,0.0,0.0,0.0,0.0,0.0
